TMP_AR,TMP_EN,CENTER,Q233,Q244,Q256,Q326,GENDER,ACADEMIC,NATIONALITY,SECTOR,Dim1.1,Dim1.2,Dim2.1,Dim2.2,Dim2.3,Dim3.1,Dim3.2,Dim3.3,Dim3.4,Dim3.5,Dim3.6,Dim3.7,Dim3.8,Dim4.1,Dim4.2,Dim4.3,Dim4.4,Dim4.5,Dim4.6,Dim4.7,Dim4.8,Dim4.9,Dim4.10,Dim4.11,Dim4.12,Dim5.1,Dim5.2,Dim5.3,Dim6.1,Dim6.2,NPS,Unnamed: 42,Most_Unsat,Most_Sat,SERVICE
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,4,4,4,4,5,5,1,3,5,4,2,4,5,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,7.0,,مواقف السيارت بدون مظلات,معاملة الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,7,1,1,4,4,4,5,5,5,5,2,5,5,3,1,4,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,,عرقلة الانجاز من قبل الموظفين / تسكير الأبواب على جميع المهندسين والمسؤولين واصحاب القرار,لا يوجد,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,10.0,,لايوجد,تعامل شخص في البلدية أعلى رتبة من الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,2,7,3,3,3,3,4,5,5,5,5,5,5,5,4,5,5,4.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,2.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,9.0,,لم تتم معاملتي رغم الانتظار المبالغ فيه,الاستقبال,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,3,3,5,3,5,5,5,5,5,5,3,4,5,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,9.0,,لايوجد,تعامل جيد,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,4,3,5,5,5,2,5,4,4,5,5,5,5,3,5,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,4.0,5.0,3.0,6.0,,موظفين الدعم الفني,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,1,4,4,5,4,4,4,5,5,5,5,5,3,5,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,8.0,,قسم التخطيط والمساحة لا يتم الاعتراف بالخطأ,موظفين سعادة المتعاملين,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لايوجد,كل شيء,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,1,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا شي,الاحترام,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,استقبال الموظفين,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,8,3,1,5,5,5,4,5,5,5,5,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,7.0,,لايوجد,تعاون واهتمام الأستاذة خلود عبيد إمباسي,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,8,1,1,4,4,4,3,5,5,5,5,5,5,2,4,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,8.0,,لا يوجد,الضيافة,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,1,3,3,3,1,5,4,4,5,5,4,3,3,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,3.0,4.0,3.0,1.0,2.0,4.0,4.0,7.0,,لا يوجد,تعامل الموظفة,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,8,1,1,5,5,5,3,5,5,5,5,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,9.0,,لايوجد,الاستقبال,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7.0,,,,1,7,1,1,3,3,4,3,4,4,4,4,4,3,4,3,4,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,,عدم انجاز المعامله,تعامل الموظفين,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7.0,,,,2,5,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,8.0,,رسوم الاجراء,تعامل الموظفين,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7.0,,,,1,7,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,8.0,,رسوم الخدمات ومواقف السيارات,تعامل الموظفين,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,8.0,,,,1,7,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,9.0,,لاشي,تعامل الموظف,Q233_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,2.0,,,,1,5,1,1,4,4,4,3,4,4,4,4,4,4,4,3,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,,المواقف,تعامل الموظفين,Q233_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,4.0,,,,1,7,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,9.0,,الرسوم,تعامل الموظف,Q233_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,1,5,5,5,5,5,5,5,5,5,4,4,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,,لا يوجد,تعامل الموظفين,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,6.0,,,,1,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لايوجد,الاستقبال الموظفين,Q233_6
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,5,5,5,3,5,5,5,5,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,8.0,,مواقف السيارات,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,8,3,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,8.0,,لا يوجد,انجاز المعاملة,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,3,1,5,5,5,4,5,5,5,5,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,10.0,,لا يوجد,سرعة انجاز المعاملة,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,7,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,سرعه إنجاز المعاملة,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,8,3,1,5,5,5,3,5,5,5,5,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,معاملة الموظفين في استقبال الموظفين,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,1,4,4,5,5,5,5,5,5,5,5,5,4,5,5.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,7.0,,تأخر إنجاز المعاملة,معاملة الموظفين,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,9.0,,لا يوجد,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,2,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,الاستقبال,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,1,5,1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5.0,5.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,,عرقلة الأمور وعدم إنجاز المعاملةايضا بعد المراجعة مع المدير,بعض الموظفين,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,استقبال  الموظفين بصدرٍ رحب,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,7.0,,مبلغ الخدمه,تعامل الموظفه,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,1,5,1,1,5,5,5,1,5,5,5,5,5,5,3,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,8.0,,لا يوجد,المعاملة الجيدة من قبل بعض الموظفين,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,1,5,1,1,5,5,5,4,5,5,5,4,5,5,5,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,10.0,,لا يوجد,تعامل الموظفين,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,1,7,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,كل شيء منذ دخولي للمركز,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,5.0,,,,1,5,3,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لاشي,سهوله الاجراءات,Q233_5
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7.0,,,,1,5,1,1,3,3,3,2,5,4,4,4,5,5,5,3,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,9.0,,لا يوجد,شكرا لكل من مريم إيميل و منى الطنيجي و خلود إمباسي وفاطمة عبد الله الشحي بدرية البلوشي وحنان الغافري اتمنى إليهم السعادة والتوفيق,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,7,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,سرعة إنجاز المعاملات ومتابعة الموظفات,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,2,5,5,5,2,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,لا يوجد,الاستقبال,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,3.0,5.0,5.0,8.0,,إيقاف المعاملة من قبل المؤسسة,استقبال الموظفين,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,10.0,,لا يوجد,معاملة وتعاون الموظفين,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,3.0,8.0,,بعض الموظفين يمسكون هواتفهم أثناء العمل,الاستقبال وسرعة إنجاز المعاملة,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا شيء,حسن  تعامل الموظفات و بشاشة في الاستقبال و حسن التعاون,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,1,5,1,1,3,3,4,3,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,,لاشي,انتهاء الإجراء بسهوله,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,1,5,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,,لاشي,سهوله الاجراء,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,1,3,3,4,2,4,4,4,4,4,4,3,4,4,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,,تعقيد الإجراءات,لاشي,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7.0,,,,1,5,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,لاشي,تعامل الموظفه,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,7,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,9.0,,لاشي,تعامل الاستقبال,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,3,3,3,4,2,4,4,4,4,4,4,4,3,4,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,,رسوم المعامله,تعامل الموظفه,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7.0,,,,1,7,3,3,4,4,4,2,4,4,4,4,4,4,4,3,4,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,10.0,,تعامل الموظفه,انتهاء الاجراء بسرعه,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,1,3,3,4,3,4,4,4,4,4,4,4,3,4,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,9.0,,سعر الخدمه,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,1,3,5,5,5,2,4,5,5,5,5,4,3,4,5,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,9.0,,المواقف الخارجية,المبنى و العاملين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,سعر الرسوم,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7.0,,,,1,5,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,9.0,,لاشي,سرعه الانجاز,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,2,5,1,1,3,3,4,4,4,4,4,4,4,2,4,3,4,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,,من شهر اراجع لنفس المعامله,لاشي,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,2.0,,,,1,7,3,3,4,4,4,2,4,4,3,4,4,4,4,3,4,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,7.0,,المواقف,عدم الانتظار لوقت طويل,Q233_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,4,2,4,4,4,4,4,4,4,2,4,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,,النظام احيانا يقفل المعامله وتدفع رسوم مره اخرى,لا شي,Q233_9
